reference,planning-application,decision,decision-date,organisation,decision-maker,planning-officer-recommendation,document-url,documentation-url
2011_0734-dn,2011/0734,granted,2012-03-30,local-authority:HCK,committee,,,https://developmentandhousing.hackney.gov.uk/planning/index.html?fa=getApplication&id=21998
