issue_number,issue_url,label_name,label_description,label_colour,label_url,fetched_at
225,https://github.com/digital-land/planning-application-data-specification/issues/225,suggestion,,93F01E,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/suggestion,2026-04-01T05:44:27+00:00
225,https://github.com/digital-land/planning-application-data-specification/issues/225,component: Type of proposed advertisement,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:%20Type%20of%20proposed%20advertisement,2026-04-01T05:44:27+00:00
225,https://github.com/digital-land/planning-application-data-specification/issues/225,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
225,https://github.com/digital-land/planning-application-data-specification/issues/225,component: advertisement period,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:%20advertisement%20period,2026-04-01T05:44:27+00:00
225,https://github.com/digital-land/planning-application-data-specification/issues/225,component: details proposed adverts,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:%20details%20proposed%20adverts,2026-04-01T05:44:27+00:00
221,https://github.com/digital-land/planning-application-data-specification/issues/221,component,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component,2026-04-01T05:44:27+00:00
221,https://github.com/digital-land/planning-application-data-specification/issues/221,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
213,https://github.com/digital-land/planning-application-data-specification/issues/213,suggestion,,93F01E,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/suggestion,2026-04-01T05:44:27+00:00
213,https://github.com/digital-land/planning-application-data-specification/issues/213,Community,Relates to the community,246ca3,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Community,2026-04-01T05:44:27+00:00
211,https://github.com/digital-land/planning-application-data-specification/issues/211,component:applicant name and address,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:applicant%20name%20and%20address,2026-04-01T05:44:27+00:00
211,https://github.com/digital-land/planning-application-data-specification/issues/211,component:agent name and address,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:agent%20name%20and%20address,2026-04-01T05:44:27+00:00
211,https://github.com/digital-land/planning-application-data-specification/issues/211,component: agent contact details,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:%20agent%20contact%20details,2026-04-01T05:44:27+00:00
211,https://github.com/digital-land/planning-application-data-specification/issues/211,component: applicant contact details,,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:%20applicant%20contact%20details,2026-04-01T05:44:27+00:00
211,https://github.com/digital-land/planning-application-data-specification/issues/211,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
159,https://github.com/digital-land/planning-application-data-specification/issues/159,component:site address details,Re Site locations material,e4e669,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/component:site%20address%20details,2026-04-01T05:44:27+00:00
159,https://github.com/digital-land/planning-application-data-specification/issues/159,suggestion,,93F01E,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/suggestion,2026-04-01T05:44:27+00:00
159,https://github.com/digital-land/planning-application-data-specification/issues/159,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
159,https://github.com/digital-land/planning-application-data-specification/issues/159,Policy,,D89782,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Policy,2026-04-01T05:44:27+00:00
157,https://github.com/digital-land/planning-application-data-specification/issues/157,community help wanted,Extra attention from the community is needed,008672,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/community%20help%20wanted,2026-04-01T05:44:27+00:00
157,https://github.com/digital-land/planning-application-data-specification/issues/157,codelist/enum,,21D6D8,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/codelist/enum,2026-04-01T05:44:27+00:00
157,https://github.com/digital-land/planning-application-data-specification/issues/157,Backlog,Parked issues are active issues that are unlikely to be resolved for the initial draft,CD5005,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/Backlog,2026-04-01T05:44:27+00:00
150,https://github.com/digital-land/planning-application-data-specification/issues/150,suggestion,,93F01E,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/suggestion,2026-04-01T05:44:27+00:00
150,https://github.com/digital-land/planning-application-data-specification/issues/150,codelist/enum,,21D6D8,https://api.github.com/repos/digital-land/planning-application-data-specification/labels/codelist/enum,2026-04-01T05:44:27+00:00
